provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,rule_determinacy,authority_judgment_required,legal_linguistic_conflict,semantic_note,source_uri,source_paths,source_snapshot_hashes,source_snapshot_dates,source_quote,source_quote_sha256,temporal_status
EU-2020-1201:2(4):v2,EU-2020-1201,EU-2020-1201:2(4),2023-01-01,2024-10-17,EU-2020-1201 Article 38 delayed application,STATUS_CHANGED,YES,Member State concerned,shall,"Collect samples and test plants for planting, with the survey design and sampling scheme able to identify, with at least 80 % of confidence, a level of presence of infected plants of 1 %.",-,-,plant sample/test records and achieved design assurance,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,"Identical text to v1; the second sentence becomes applicable on 1 January 2023 under Article 38, second paragraph.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20230928,regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt,bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e,2023-09-28;2024-06-05,"4. Those surveys shall consist in the collection of samples and testing of plants for planting. Taking into account the European Food Safety Authority’s (Authority) Guidelines for statistically sound and risk-based surveys of Xylella fastidiosa , the survey design and sampling scheme used shall be able to identify within the Member State concerned, with at least 80 % of confidence, a level of presence of infected plants of 1 %.",d0eec4b3d62739cde2bdebd3f35ee85580be938bcb0967271c12348d23dc0fb6,SUPERSEDED
EU-2020-1201:2(4):v3,EU-2020-1201,EU-2020-1201:2(4),2024-10-17,,effective amending act reflected by dated consolidation,TEXT_CHANGED,YES,Member State concerned,shall,"Collect samples and test plants for planting, and vectors where applicable, under the amended design standard of a sufficient level of confidence and a low level of presence of the specified pest: the M5 text states no numeric confidence/prevalence pair.",-,-,sample and test records,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20241017,regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2024-10-17;2025-07-01;2025-11-24,"4. Those surveys shall consist in the collection of samples and testing of plants for planting, and, if applicable, of vectors. Taking into account the European Food Safety Authority’s (Authority) Guidelines for statistically sound and risk-based surveys of Xylella fastidiosa , the survey design and the sampling scheme used shall enable detecting with a sufficient level of confidence, a low level of presence of the specified pest within the Member State concerned.",8b2fc3b09e23f29fa7f2bcb8e0e1b44cae9466d1e63401728ff871582143823b,CURRENT
EU-2020-1201:2(4a):v1,EU-2020-1201,EU-2020-1201:2(4a),2024-10-17,,effective amending act reflected by dated consolidation,INITIAL,INTRODUCED,Member State concerned,shall,"survey a radius around the infected vector. Survey within the radius, sampling and testing host plants and any suspected species",no duty under this paragraph,-,vector finding record; survey record,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20241017,regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2024-10-17;2025-07-01;2025-11-24,"4a. Where the presence of the specified pest is confirmed in a vector, in an area where the specified pest is not known to be present, the Member State concerned shall, without delay, carry out surveys in a radius of at least 400 m around the finding of the infected vector, as well as sampling and testing of host plants and any other plant species in case of suspicion of infection.",9b7178fa9e0ef5c31fe4a86225e00cc588ff3dc4289f820404c23e1f28b8f409,CURRENT
EU-2020-1201:2(5):v1,EU-2020-1201,EU-2020-1201:2(5),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,survey at appropriate times given pest and vector biology and host presence,-,-,"survey dates against pest detectability, pest/vector biology, host presence/biology and scientific information",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"5. Those surveys shall be carried out at appropriate times of the year with regard to the possibility to detect the specified pest, taking into account the biology of that pest and its vectors, the presence and biology of host plants, and the scientific and technical information referred to in the Authority’s Pest Survey Card on Xylella fastidiosa.",76ed8c04dc39efefbff6007b0693edc18feda6095502afab54aba72ca175dd8a,CURRENT
EU-2020-1201:2(6):v1,EU-2020-1201,EU-2020-1201:2(6),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,Monitor by an Annex IV molecular test; outside demarcated areas a positive is confirmed only by a second positive test targeting a different part of the genome on the same sample or extract; inside demarcated areas the monitoring test confirms presence.,presence not confirmed,-,"test identity, target, and the sample or extract used",DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"6. The presence of the specified pest shall be monitored by one of the molecular tests listed in Annex IV. In case of positive results detected in areas other than the demarcated areas, the presence of the specified pest shall be confirmed by one more positive molecular test listed in that Annex, targeting different parts of the genome. Those tests shall be performed on the same plant sample or, if appropriate for the molecular confirmatory test used, on the same plant extract.",98427519b86602f6300511e7c98ae6083291cbc54433f922926a5cfc2e04d703,CURRENT
EU-2020-1201:2(7):v1,EU-2020-1201,EU-2020-1201:2(7),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"identify the subspecies on each infected plant species, by an Annex IV Section B test",-,-,subspecies identification record,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,7. The identification of the subspecies of the specified pest shall be carried out on each plant species that is found infected by the specified pest in the demarcated area concerned. That identification shall be carried out by using the molecular tests listed in Section B of Annex IV.,bca3ea0a697efb8f6a58de976062c2a257b5d491bcb016cac334174b68c2bc73,CURRENT
EU-2020-1201:2(8):v1,EU-2020-1201,EU-2020-1201:2(8),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,report survey results,-,-,the report itself,DETERMINISTIC_RULE,NO,-,"Article 22(3) of Regulation 2016/2031 supplies the annual 30 April deadline, preceding-calendar-year reporting period, payload and electronic route; Article 2(8) makes that framework deadline part of this Xylella survey-result reporting duty.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,8. Member States shall report the results of the surveys referred to in paragraph 1 in accordance with Article 22(3) of Regulation (EU) 2016/2031.,295469747b3106997a3774a1a4f64789c72d6aca0e23bf11ca5e4b5e45d3e660,CURRENT
EU-2020-1201:3(1):v1,EU-2020-1201,EU-2020-1201:3(1),2020-08-20,2021-10-11,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,each Member State,shall,"establish a contingency plan covering eradication, movement, and official checks",-,-,the plan document and its review date,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1,2020-08-17,1. Each Member State shall establish a contingency plan. That contingency plan shall set out the actions to be taken in its territory concerning:,3305c956009290d4484d381a8fdec2711840a35b7daa451b98626935f30e61cf,SUPERSEDED
EU-2020-1201:3(1):v2,EU-2020-1201,EU-2020-1201:3(1),2021-10-11,,effective amending act reflected by dated consolidation,TEXT_CHANGED,NO,each Member State,shall,"establish a contingency plan covering eradication, movement, and official checks",-,-,the plan document and its review date,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20211011,regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,Each Member State shall establish a contingency plan. That contingency plan shall set out the actions to be taken in its territory concerning:,4f6264489c9902d92d7bdc45c22d9d98469984f1f0a56fa1b39b679b833a8532,CURRENT
EU-2020-1201:3(1)(a):v1,EU-2020-1201,EU-2020-1201:3(1)(a),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,-,-,plan covers eradication of the pest,-,-,-,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"the eradication of the specified pest, as set out in Articles 7 to 11;",17c34aabc1e0c3a50b0dae508bbe15de6c7ab30df206777bb60a18534b124181,CURRENT
EU-2020-1201:3(1)(b):v1,EU-2020-1201,EU-2020-1201:3(1)(b),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,-,-,plan covers movement of specified plants within the Union,-,-,-,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"the movements of specified plants within the Union, as set out in Articles 19 to 26;",6bee213206e78d65cb18ce1c7d89e167293e267caffdd7fb99cda63475c2a9cc,CURRENT
EU-2020-1201:3(1)(c):v1,EU-2020-1201,EU-2020-1201:3(1)(c),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,-,-,plan covers official checks on movement and introduction,-,-,-,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"the official checks to be carried out on movements of specified plants within the Union and of host plants into the Union, as set out in Articles 32 and 33.",859795089692ea203d77998acfbf06f3cae1492f3f6c9506b57cb86bf6ccf8dd,CURRENT
EU-2020-1201:3(1)-final-subparagraph:v1,EU-2020-1201,EU-2020-1201:3(1)-final-subparagraph,2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,each Member State,shall,update the contingency plan as appropriate; plans made under Implementing Decision 2015/789 updated by 31 December 2020,-,-,the plan's revision date,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"Each Member State shall update its contingency plan, as appropriate, by 31 December of each year. Contingency plans established under Implementing Decision (EU) 2015/789 shall be updated by 31 December 2020.",2622f8a4339797a39657d22260781c886edf35ef27098efdfc2a527fab849993,CURRENT
EU-2020-1201:3(2):v1,EU-2020-1201,EU-2020-1201:3(2),2020-08-20,2021-10-11,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,each Member State,shall,plan includes the elements below in addition to Reg. 2016/2031 Art. 25(2),-,-,-,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1,2020-08-17,"2. In addition to the elements referred to in Article 25(2) of Regulation (EU) 2016/2031, the contingency plan shall include all of the following elements:",54e2b857089450a1177ff082db46fb4e7a06a43bbf67d6711b8e5fbfbb2b447a,SUPERSEDED
EU-2020-1201:3(2):v2,EU-2020-1201,EU-2020-1201:3(2),2021-10-11,,effective amending act reflected by dated consolidation,TEXT_CHANGED,NO,each Member State,shall,plan includes the elements below in addition to Reg. 2016/2031 Art. 25(2),-,-,-,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20211011,regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"In addition to the elements referred to in Article 25(2) of Regulation (EU) 2016/2031, the contingency plan shall include all of the following elements:",315581cfebe83a228119f58d934fd7c84e937daaf5a219f23a158af68a95a6bc,CURRENT
EU-2020-1201:3(2)(a):v1,EU-2020-1201,EU-2020-1201:3(2)(a),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,-,shall,"minimum resources, and the procedure for making further resources available",-,-,the stated resource floor,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,the minimum resources to be made available and the procedures for making those additional resources available in case of a confirmed or suspected presence of the specified pest;,46a18a0c72f697d3a425b66f861a673b70dbc820995552b4394cdeb6693ca53d,CURRENT
EU-2020-1201:3(2)(b):v1,EU-2020-1201,EU-2020-1201:3(2)(b),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,-,shall,"rules for identifying owners, notifying the removal order, and accessing private property",-,-,the procedure text,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"rules detailing the procedures for identifying the owners of the plants to be removed, for notifying the order of removal and for accessing private properties.",b8bcf0cb99b29b79774d073dce0f7e298bd849ad7539110aa2efad8c86335287,CURRENT
